"cuny_subject","short_title"
"NURS","Nursing I"
"NURS","Nursing II"
"NURS","Nursing IV"
"NURS","Nursing Ii"
"NURS","Nursing Leadership/Management"
"NURS","Nursing Of Children"
"NURS","Nursing Process"
"NURS","Nursing Process Hlth"
"NURS","Nursing Prom: Fam Comm Clients"
"NURS","Nursing Self Concept"
"NURS","Nursing: Children"
"NURS","Nutrition"
"NURS","Orient To Hlth Sci"
"NURS","Orientation To Healt"
"NURS","PN Fundamentals of Nursing"
"NURS","PN Medical Surgical Nursing II"
"NURS","PN State Board Review"
"NURS","Pharmacology"
"NURS","Pn Fundmentls Clinic"
"NURS","Pn Mch/Psyc Clinical"
"NURS","Pn Med Surg Clinical"
"NURS","Pn Med Surg I Skills"
"NURS","Pn Med Surg Nurs II"
"NURS","Pn Nursing Cl II Lab"
"NURS","Pn Pharmacol/Calcu"
"NURS","Pn Skills Lab I"
"NURS","Pn Skills Lab III"
"NURS","Pn/Basic Skills Lab"
"NURS","Pn/Nursing I Lab"
"NURS","Pn/Nursing II Lab"
"NURS","Pra Nur Chld Fam Lab"
"NURS","Pra Nur Chld Fam Sem"
"NURS","Pra Nur Fun Skls Lab"
"NURS","Pra Nur Men Hl Re La"
"NURS","Pra Nur Men Hl Reh S"
"NURS","Pra Nur Men Hl Rehab"
"NURS","Prac Nur Chldbng Fam"
"NURS","Prac Nur Fun Skl Sm"
"NURS","Prac Nur Fund Skills"
"NURS","Prac Nur Ped Lab"
"NURS","Pract Nur Ped Sem"
"NURS","Pract Nur Pediatric"
"NURS","Prin Prac Prim Nurs"
"NURS","Prin Pract Prim Care"
"NURS","Pro Basic Hum Needs"
"NURS","Process Of Aging I"
"NURS","Prof Nrsng Mng II La"
"NURS","Prof Nurs/Trends Health Care"
"NURS","Prof Nurs: Past/Pres"
"NURS","Psyc Mental Hlth Lab"
"NURS","Psychology of  Mental Health"
"NURS","Psychosocial Health"
"NURS","Reconstructive Nursi"
"NURS","Rn Clinical Lab"
"NURS","Rn Skills La"
"NURS","Rn Skills Lab"
"NURS","Rn Skills Lab II"
"NURS","Rn Skills Lab III"
"NURS","Rn Skills Lab IV"
"NURS","Rsch Mngt Leadership"
"NURS","Sci Prin Commu Hlth"
"NURS","Scie Princ Comm Hlt"
"NURS","Seminar"
"NURS","Testing"
"NURS","The Chld Bearing Fam"
"NURS","Tran Nur Inner Ct"
"NURS","Tran Nur Inner Ct I"
"NURS","Tran Nur Inner Ct II"
"NURS","Tran To Nur Inner Ct"
"NURS","Tran To Pro Nur Prac"
"NURS","Trans To Nur"
"NURS","Trans To Nur II"
"NURS","Transition to Nursing Practice"
"OFTC","Abc Shorthand"
"OFTC","Alcohol Tobacco&Drug"
"OFTC","Bus Shorthand III"
"OFTC","Business Shorthand 1"
"OFTC","Business Shorthand I"
"OFTC","Business Shorthnd II"
"OFTC","Business Translation"
"OFTC","Cancelled"
"OFTC","College Typing"
"OFTC","Eml Shorthand II"
"OFTC","Eml Transc I Pitm"
"OFTC","Eml Transcription II"
"OFTC","Exam Exec Off Pra"
"OFTC","Exam Typing I"
"OFTC","Exam Typing II"
"OFTC","Exam Typing III"
"OFTC","Exec Off Pract"
"OFTC","Exec Sec Pract II"
"OFTC","Intro Word/Info Proc"
"OFTC","Keyboarding"
"OFTC","Legal Office Prac I"
"OFTC","Legal Sec Iii"
"OFTC","Legal Sec Practice I"
"OFTC","Legal Shorthand"
"OFTC","Legal Shorthand I"
"OFTC","Legal Shorthand II"
"OFTC","Legal Shrthnd & Tran"
"OFTC","Legal Transcription"
"OFTC","Med Shorthand & Tran"
"OFTC","Med. Sec. Pract. II"
"OFTC","Medical Sec Practice"
"OFTC","Medical Terminology"
"OFTC","Office Machines"
"OFTC","Office Manageme"
"OFTC","Record Managment"
"OFTC","Records Management"
"OFTC","Sec Abc Shorthand"
"OFTC","Sec Exper Seminar"
"OFTC","Sec Legal Shorthand"
"OFTC","Sec. Exp. Sem"
"OFTC","Transcription II"
"OFTC","W/P Concepts"
"OFTC","W/P Workshop"
"PERF","Digital Composition"
"PERF","Digital Music for Dance"
"PERF","Media Acting"
"PERF","PERF 301"
"PERM","Cuny Permit"
"PERM","PERMIT ABROAD"
"PERM","PERMIT TO CUNY"
"PERM","PERMIT TO CUNY 4"
"PERM","Permit To Cuny"
"PERM","Permit to Cuny USA"
"PHIL","Black Phil"
"PHIL","Blk Phil Thought"
"PHIL","Intro To Ethics"
"PHIL","Introduction to Logic"
"PHIL","Modern Philosophy"
"PHIL","Modern Wstrn Phil Ii"
"PHIL","Modrn Westrn Phil 1"
"PHIL","Moral Philsophy"
"PHIL","Phil Of Education"
"PHIL","Philosophy Of Science"
"PHIL","Philosophy of Religion"
"PHIL","Polit Phylosophy"
"PHIL","Political Philosophy"
"PHIL","Soc & Poli Movt Amer"
"PHIL","Survey Western Phil."
"PHSC","Geographic Info Sci"
"PHSC","Hydrology"
"PHSC","Independent Research I"
"PHSC","Independent Research II"
"PHSC","Independent Research III"
"PHSC","Independent Study"
"PHSC","Intro To Physical Sc"
"PHSC","Intro to Telecommunications"
"PHSC","Meteorology"
"PHSC","Ocean Science (Oceanography)"
"PHSC","Res Met/Lab Instmnta"
"PHSC","Spec Top Climate & Planets"
"PHSC","Spec Top Telecom"
"PHYS","Astronomy"
"PHYS","Basic Physics"
"PHYS","Basic Physics I Lab"
"PHYS","Calculus Physics II"
"PHYS","Data Communication"
"PHYS","Dynamics/Celestial"
"PHYS","Electronics  Lab"
"PHYS","General Phy I Lab"
"PHYS","General Phy II Lab"
"PHYS","General Physics I"
"PHYS","General Physics II"
"PHYS","Gravitation and Cosmology"
"PHYS","Intermed Exp Phy"
"PHYS","Intro Exper Phy Lab"
"PHYS","Intro Quantum Mechan"
"PHYS","Intro Space Sci Star"
"PHYS","Intro Space Sci/Uni"
"PHYS","Intro Space/Sci II"
"PHYS","Intro To Phy I Lab"
"PHYS","Intro To Phy II Lab"
"PHYS","Intro To Physical Sc"
"PHYS","Intro To Physics"
"PHYS","Intro To Telecommuni"
"PHYS","Introduction to Astrophysics"
"PHYS","Introduction to Physics I"
"PHYS","Introduction to Physics II"
"PHYS","Modern Physics"
"PHYS","Phys Health"
"PHYS","Physics for Health Professions"
"PHYS","Sp Top In Space Sc I"
"PHYS","Space Sci. I Lab"
"PHYS","Space Science I"
"PHYS","Space Science II"
"PHYS","Space Science Lab II"
"PHYS","Spec Top Sp Sci II"
"PHYS","Spec Top Telecom"
"PHYS","Statistical Physics"
"PHYS","Ther Waves/Optics I"
"PHYS","Univ Phy I Workshop"
"PHYS","Univ Phy II Workshop"
"PHYS","Univ Phy III Workshp"
"PHYS","University Phy I Lab"
"PHYS","University Phy II La"
"PHYS","University Physic Ii"
"PHYS","University Physics I"
"PHYS","University Physics II"
"PHYS","University Physics III"
"PHYS","University Physics III Lab"
"PORT","Beginning Portuguese II"
"PORT","Intro to Portuguese Language"
"PORT","Portuguese Language Lab"
"PORT","Portuguese Language Lab Ii"
"POSC","Afr. Pol. System"
"POSC","Black Civil Rights"
"POSC","Colloq/Rule Of Law"
"POSC","Comparative Government"
"POSC","Constitutional Law"
"POSC","Consumer and Poverty Law"
"POSC","Cont. Pol. Thought"
"POSC","Far East Politics"
"POSC","Georg Of Afr Devel"
"POSC","Govt Policy & Comm D"
"POSC","Gov’T & Pol Of Isrea"
"POSC","Hist Us Foreign Pol"
"POSC","Hist Us Foreign Poli"
"POSC","Imp. & National Powe"
"POSC","International Relations"
"POSC","Intro To Pol Sci"
"POSC","Intro to American Government"
"POSC","Intro. To Amer. Gove"
"POSC","Pol And Soc Movement"
"POSC","Political Power"
"POSC","Political Theory"
"POSC","Politics of Developing Nations"
"POSC","Seminar on US Foreign Policy"
"POSC","Senior Thesis"
"POSC","State Govt & Politic"
"POSC","State and Local Government"
"POSC","The American Presidency"
"POSC","Third World In Polit"
"POSC","Un Nations Intl Pol"
"POSC","Urban Soc.Pol St"
"POSC","Western Pol Thought"
"PSYC","Abnormal Psychology"
"PSYC","Adulthood & Aging"
"PSYC","Brain and Behavior"
"PSYC","Child Dev"
"PSYC","Child Deve"
"PSYC","Clinical Practicum I"
"PSYC","Clinical Practicum II"
"PSYC","Cognitive Psychology"
"PSYC","Cross-Cultural Psychology"
"PSYC","Diagnosis Assmnt & E"
"PSYC","Exper Psych I"
"PSYC","Exper Psychology I &"
"PSYC","Experimental Psych."
"PSYC","Experimental Psychol"
"PSYC","Experimental Psychology"
"PSYC","Fund Psych African Diaspora"
"PSYC","General Psychology"
"PSYC","Hum Dev Of Adoles"
"PSYC","Human Dev Infancy"
"PSYC","Human Dev. Of Adlsc."
"PSYC","Human Dev. Of Inf. &"
"PSYC","Imjsenior Seminar"
"PSYC","Indu & Org Psycholog"
"PSYC","Intern&Seminar"
"PSYC","Intern. & Seminar"
"PSYC","Intro To Psychology"
"PSYC","Introductory Psychology"
"PSYC","Learning Psychology"
"PSYC","Life-Span Devmnt Psy"
"PSYC","Mind And Personality"
"PSYC","Psy Internship Semin"
"PSYC","Psych Tests & Measrm"
"PSYC","Psychological Statistics"
"PSYC","Psychology And Law"
"PSYC","Psychology Of Motiva"
"PSYC","Psychology Of Oppres"
"PSYC","Psychology of Intervention"
"PSYC","Psychology of Motivation"
"PSYC","Psychology of Oppression"
"PSYC","Psychology of Social Change"
"PSYC","Psychotherapy Counse"
"PSYC","Pysch Sensation & Perception"
"PSYC","Qualitative Research Methods"
"PSYC","Research Practicum"
"PSYC","Senior Seminar"
"PSYC","Senior Thesis I"
"PSYC","Senior Thesis II"
"PSYC","Social Psychology"
"PSYC","Sports Psychology"
"PSYC","Statistics for Psychology"
"PSYC","Tech. Of Psychothrpy"
"PSYC","The Psychology Of Women"
"PSYC","Theories Of Learning"
"PSYC","Theories of Learning"
"PSYC","Theories of Personality"
"PSYC","Theory Of Personalit"
"PUAD","Admin of Global Institutions"
"PUAD","Administrative Law"
"PUAD","BLACKS IN GOVERNMENT"
"PUAD","Case Studies in Emergency Prep"
"PUAD","Case Study/Pub Pol"
"PUAD","Community Policing"
"PUAD","Comparative Public Admin"
"PUAD","Const. Law/Civil Lib"
"PUAD","Crim. Justice Proc"
"PUAD","Crime/Punish/Urb/Am"
"PUAD","Decision Making Gov Capstone"
"PUAD","Designing Local Programs"
"PUAD","Dev & Imp Of Pub Pro"
"PUAD","Diagnosis Assess Eva"
"PUAD","Education Policy"
"PUAD","Ethical Issues in Government"
"PUAD","Fiscal Administration"
"PUAD","Gis Application"
"PUAD","Global Public Policy"
"PUAD","Government and Business"
"PUAD","Govt Comm Systems"
"PUAD","Govt Communic"
"PUAD","Independent Study"
"PUAD","Intergovernmental Relations"
"PUAD","Internship I"
"PUAD","Intro Non-Profit Admin"
"PUAD","Intro Pub Svc & Adm"
"PUAD","Intro/Discharge Plng"
"PUAD","Introduction to Criminal Law"
"PUAD","Judicial/Court Sys"
"PUAD","Mgmt Info Syst"
"PUAD","Municipal and Regional Admin"
"PUAD","NYS and Local Government"
"PUAD","Org Resp Urban Envr"
"PUAD","Org Theory Pub Sect"
"PUAD","Orient To Pa"
"PUAD","Pa & Globalization"
"PUAD","Pa/Globalization"
"PUAD","Parole and Probation"
"PUAD","Philntropy Fund Devmt"
"PUAD","Pl. & Mgmt Prob. Of"
"PUAD","Plng, Bdgt, Prj Mgt"
"PUAD","Pocy Mkng Public Int"
"PUAD","Policy Mkng Pub Int"
"PUAD","Pub Pers Admin"
"PUAD","Pub. Agen. As A Wrkp"
"PUAD","Public Admin Intern"
"PUAD","Public Bureaucracy & Disaster"
"PUAD","Public Personnel"
"PUAD","Public Policy and Caseload Man"
"PUAD","Public Program Evaluation"
"PUAD","Res. Meth For P.A."
"PUAD","Sem & Pract In Urb P"
"PUAD","Sem. In An. & Ev. Of"
"PUAD","Social Policy Aged"
"PUAD","Struc. & Ope. Of Gov"
"PUAD","Un & Int’L Administr"
"PUAD","Use Of Data In Ppa&E"
"PUAD","War On Drugs: Eco, Hist, Polcy"
"PUAD","e-Government"
"RELI","African Traditional Religion"
"RELI","Anthropology and Religion"
"RELI","Bible & Hermeneutics"
"RELI","Buddhism & Hinduism"
"RELI","Carrib Religions"
"RELI","Comparative World Religions I"
"RELI","Comparative World Religions II"
"RELI","Contemp Issues-Rel"
"RELI","Field Experience/Internship"
"RELI","Gender and Religion"
"RELI","Hist of the Interfaith Mvmt"
"RELI","Hist/Rel. Thought"
"RELI","Independent Research"
"RELI","Independent Study"
"RELI","Intro-Study Of Rel"
"RELI","Islam: Post 9/11"
"RELI","Malcolm Isla/Bl Masc"
"RELI","Peace Education"
"RELI","Rel Bl Wom Sacred Tx"
"RELI","Relg,Spirit & Soc Wk"
"RELI","Religious Ethics"
"RELI","Res Methods in Religious Studs"
"RELI","Role Church/Blk Com"
"RELI","Senior Seminar"
"RELI","Sociology of Religion"
"RELI","Sr. Sem/Pract-Rel St"
"RELI","Survey of Religious Experience"
"RELI","Urban Leadership"
"RELI","Wmn Leaders Civ Rgts"
"SCIE","Honors Research"
"SCIE","Indep Research I"
"SCIE","Indep Research II"
"SCIE","Indep Research III"
"SCIE","Intro To Life Scienc"
"SCIE","Intro To Phy Science"
"SCIE","Laboratory Instrumen"
"SCIE","Natural Science I"
"SCIE","Natural Science II"
"SCIE","Research Methods"
"SCIE","Summer Honors Resear"
"SCIE","Summer Research I"
"SCIE","Summer Research II"
"SCIE","Summer Research III"
"SEEK","College as a Social System"
"SEEK","Group Counseling I"
"SEEK","Seek Counseling Wksp"
"SEEK","Spec Prgms Acad Enhncmnt Sem"
"SOCI","American Minorities"
"SOCI","Child Welfare System"
"SOCI","Church & Black Comnt"
"SOCI","Cmmty Orgztn & Select Problms"
"SOCI","Community Organizati"
"SOCI","Comparative Family Sociology"
"SOCI","Complex Organization"
"SOCI","Field Work Chl Welfa"
"SOCI","Gender And Institution"
"SOCI","Gerontological Seminar"
"SOCI","Govt Policy & Comm D"
"SOCI","Group & Fam Dynamics"
"SOCI","Group and Family Dynamics"
"SOCI","Housing Policy in the U.S.A."
"SOCI","Human Behav/Soc Envn"
"SOCI","Independent Study"
"SOCI","Intermediate Casework"
"SOCI","Intermediate Groupwork"
"SOCI","Internship"
"SOCI","Intr To Work Group"
"SOCI","Intro To Case Wor"
"SOCI","Intro To Soc. Sci."
"SOCI","Intro/Social Work"
"SOCI","Introduction to Sociology"
"SOCI","Legislative Intern"
"SOCI","Man And Society"
"SOCI","Police and Penal System"
"SOCI","Public Bureaucracy"
"SOCI","Research Methods"
"SOCI","Sel.Problems Comm"
"SOCI","Senior Seminar"
"SOCI","Senior Thesis"
"SOCI","Soc Welfare/Pol/Serv"
"SOCI","Soc. Profiles Amer."
"SOCI","Soci Resear Meth"
"SOCI","Social Demography"
"SOCI","Social Deviance"
"SOCI","Social Movements & Globlztn"
"SOCI","Social Stratification"
"SOCI","Sociological Theory"
"SOCI","Sociology Of The Urb"
"SOCI","Soviet Jewry"
"SOCI","Statistics"
"SOCI","The Afro-Amer Family"
"SOCI","Urban Pol Soc Struct"
"SOCI","Urban Sociology and Lifestyles"
"SOSC","Assessment, Eval & D"
"SOSC","Critical Issues in Society"
"SOSC","Cult Aspect Aging"
"SOSC","Cult Soc & Change"
"SOSC","Fundamentals of Mentoring"
"SOSC","Independent Study"
"SOSC","Internship"
"SOSC","Intro Rsch Mthds Geo & Pol Sci"
"SOSC","Introduction To Rsch Methods"
"SOSC","Nycc American Govt"
"SOSC","Race Class And Gender"
"SOSC","Senior Seminar"
"SOSC","Senior Thesis"
"SOSC","Soc Sci Research Met"
"SOSC","Soc Sci Rsch Methods"
"SOSC","Soc Sci Statistics"
"SOSC","Soc Science Research Methods"
"SOSC","Soc/Resh Meth Soc Wk"
"SOSC","Statistics"
"SOSC","World Geography"
"SOWO","Aod Couns/Divrse Pop"
"SOWO","Child Welfare Case Studies"
"SOWO","Child Welfare System"
"SOWO","Comm Organization"
"SOWO","Drgs/Pers Hlth Abuse"
"SOWO","Field Practicum I"
"SOWO","Field Work II/Capstone"
"SOWO","Gerontological Semnr"
"SOWO","Group and Family Dynamics"
"SOWO","Intergen Iss/Soc Wk"
"SOWO","Intermed Group Work"
"SOWO","Intermediate Casewor"
"SOWO","Intl Soc Wk-Stdy Abd"
"SOWO","Intro Social Work"
"SOWO","Intro To Swahili"
"SOWO","Legl/Eth/Adv-Cld Wel"
"SOWO","Med/Soc/Psy/Hiv-Aids"
"SOWO","Mezzo Pract: Family & Grp Dynm"
"SOWO","Micro Prac With Individuals"
"SOWO","Populations At Risk"
"SOWO","Select Problems in Society"
"SOWO","Soc Rsch Mthd Soc Wk: ANALYSIS"
"SOWO","Soc Wk Diveres Popl"
"SOWO","Soc Wk Pract/Popula"
"SOWO","Social Deviance"
"SOWO","Social Welfare Policy & Srvcs"
"SOWO","Social Work Practicum I"
"SOWO","Social Work Research Methods"
"SOWO","Social Work and Practices II"
"SOWO","Spirituality and Social Work"
"SOWO","Sub Abuse/Counseling"
"SOWO","Sw Mthds: Macro Prac W/Orgztn"
"SOWO","Sw Prac: Thry Of Hum Behvr"
"SOWO","Theories/Human Behavior"
"SPAN","Beginning Spanish I"
"SPAN","Beginning Spanish II"
"SPAN","Cont Lit Of Hisp"
"SPAN","Elem Spanish I"
"SPAN","Generation Of 1898"
"SPAN","Hispanic-American Civilization"
"SPAN","Independent Study"
"SPAN","Inter Conversationii"
"SPAN","Interm Conversation"
"SPAN","Interm Span Amer Lit"
"SPAN","Intermed Spanish Lab"
"SPAN","Intermediate Span I"
"SPAN","Intermediate Spanish I"
"SPAN","Intermediate Spanish II"
"SPAN","Intro Hispanic Lit."
"SPAN","Intro Span-Amer Lit"
"SPAN","Iterm Convrs/Writng"
"SPAN","Puerto Rican Literat"
"SPAN","Read/Writ On Lit Tex"
"SPAN","Span Bil/Gen/Spec Ed Stud I"
"SPAN","Span Court Interpreter Intern"
"SPAN","Span Poetry Gold Age"
"SPAN","Spanish Civilization"
"SPAN","Spanish For Bilingua"
"SPAN","Spanish For Business"
"SPAN","Spanish For Nurses"
"SPAN","Spanish For Teachers"
"SPAN","Spanish Language Lab"
"SPAN","Spanish Teachers Lab"
"SPAN","Spanish for Native Speakers I"
"SPAN","Spanish for Native Speakers II"
"SPAN","Spanish-American Modernism"
"SPAN","Spanish-American Short fiction"
"SPEE","Acting I"
"SPEE","Acting II"
"SPEE","American Sign Language I"
"SPEE","American Sign Language II"
"SPEE","American Sign Language III"
"SPEE","American Sign Language IV"
"SPEE","Discussion"
"SPEE","Drama Workshop"
"SPEE","Fund Of Spch"
"SPEE","Fundamental of Speech"
"SPEE","Ind Sudy Spch/Thea"
"SPEE","Independent Studies"
"SPEE","Introduction to Speech Communi"
"SPEE","Introduction to Theater"
"SPEE","Oral Interpretati"
"SPEE","Theater Workshop"
"SPEE","Voice & Diction"
"SPEE","Voice and Diction"
"SPTH","AFRICAN-AMERICAN THEATER"
"SPTH","Acting"
"SPTH","Stage Craft"
"STAB","STUDY ABROAD"
"STAB","Study Abroad"
"SWAH","Beginning Swahili"
"SWAH","Beginning Swahili I"
"SWAH","Beginning Swahili II"
"TELE","Data Communications"
"TELE","Digital Comm Systems"
"TELE","Local/Wide Area Ntwk"
"TELE","Network Design"
"TELE","Network Programming"
"TELE","Ntwk Eval & Optimztn"
"TELE","Siglng & Trnsmn Thry"
"UBPL","Urban Planning"
"WOST","Audre Lorde,Feminist"
"WOST","Black Women Globally"
"WOST","Black Women In Film"
"WOST","Blck Wmn Autobiogphy"
"WOST","Feminism & Hiv/Aids"
"WOST","Gendered Lives & Lit"
"WOST","Great African Women"
"WOST","Male/Female Dilemma"
"WOST","Wmn Ldrs/Civil Rts."
"WOST","Wmn, Gender & Dev"
"WOST","Woman And The Self"
"WOST","Women & Immigration"
"WOST","Women & Madness"
"WOST","Women And Work"
"WOST","Women Moviemaking"
"WOST","Women’S Human Rights"
"WOST","Women’S Pol. Movemnt"
"WOST","Women’S Studies Res."
"WOST","Women’S Worlds,Words"
