"cuny_subject","short_title"
"EVSC","Envmntl/Occupt Laws"
"EVSC","Epidemiology"
"EVSC","Field Study"
"EVSC","Geographic Information Systems"
"EVSC","Ground Water"
"EVSC","Independent Study"
"EVSC","Internship"
"EVSC","Measurement & Instrumentation"
"EVSC","Natural Res Conserv & Mgmt"
"EVSC","Pol Con & Prevention"
"EVSC","Sp Topics In Envs II"
"EVSC","Sp Topics on the Evironment"
"EVSC","Toxicology Envir & Indust Agnt"
"EVSC","Waste Management"
"FINA","Advanced Finance"
"FINA","Analysis of Fixed Income Secur"
"FINA","Banking Practices"
"FINA","Computer Modeling in Finance"
"FINA","Corporate Finance"
"FINA","Federal State & Loca"
"FINA","Finance Internship"
"FINA","Financial Management"
"FINA","Independent Study"
"FINA","International Financ"
"FINA","Intro To Bus Finance"
"FINA","Intro to Real Estate Finance"
"FINA","Investment Analysis"
"FINA","Modern Corp Finance"
"FINA","Money & Banking"
"FINA","Money and Capital Markets"
"FINA","Multinational Financial Mgmt"
"FINA","Personal Finance"
"FINA","Principles Of Financ"
"FINA","Real Estate Investment Analysi"
"FINA","Real Estate Invstmnt Analys I"
"FREN","Advanced French I"
"FREN","Advanced French II"
"FREN","Beginning French I"
"FREN","Beginning French II"
"FREN","French Court Interpret Intern"
"FREN","French Language Lab"
"FREN","French Native Speake"
"FREN","Frncophne Cult:Paris"
"FREN","Haitian Creole Native Spkrs II"
"FREN","Haitian Creole-Native Speakers"
"FREN","Inter French I"
"FREN","Intermediate French I"
"FREN","Intermediate French II"
"FREN","Rdg & Wrtg Lit Texts"
"FREN","Rdg/Wrtg Non Lit Txt"
"FROR","ASAP College Success Seminar 2"
"FROR","ASAP College Success Seminar I"
"FROR","Civic Engagement"
"FROR","Freshman Seminar I"
"FROR","Freshman Seminar II"
"FROR","Portfolio Dvlpmt Sem"
"FROR","Readmit Transtnl Sem"
"FROR","Seminar: Mthp 009"
"FROR","Transfer Transtl Sem"
"GEOG","Advanced Geographic Informatio"
"GEOG","Economic Geography"
"GEOG","Environment and Society"
"GEOG","GEOGRAPHIC INFORMATION SYSTEMS"
"GEOG","Geography Elective Reviewed"
"GEOG","History of Geographic Thought"
"GEOG","Human Geography"
"GEOG","Introduction to Geography"
"GEOG","Physical Geography"
"GEOG","Population Geography"
"GEOG","Regional Geog of The World"
"GEOG","Regional Geography US & CAN"
"GEOG","Urban Geography"
"HACR","Haitian Course Interp Intrnshp"
"HACR","Haitian Creole Native Spkrs I"
"HACR","Haitian Creole Native Spks II"
"HESA","Hlth Perspectives/Us"
"HESA","Hlth Plng/Policy"
"HESA","Hum Res Mgmt/Labor Rel HSA"
"HESA","Issues/Trends In Hsa"
"HESA","Prin Hlth Serv Admin"
"HESC","Alcohol Tobacco&Drug"
"HESC","Beg Fren 11 Exemp"
"HESC","Child & Sub Abuse Fa"
"HESC","Dev Adult Bl/Hsp Fam"
"HESC","Dev Per Blk Hisp Fam"
"HESC","Dev Prsn Blk Hisp Fa"
"HESC","Developing Per.Blk&H"
"HESC","Epidemology"
"HESC","First Aid & Safety"
"HESC","Fund Concept Of Gero"
"HESC","Fund Concepts Aging"
"HESC","Fund Of Hum Sexualit"
"HESC","Group Behavior"
"HESC","Growth/Devlmnt Life"
"HESC","Health Appraisal"
"HESC","Health Issues Aging"
"HESC","Healthy Develpmnt Ed"
"HESC","Hlth & Phys Ed"
"HESC","Hlth Aspct Aging Prc"
"HESC","Hlth Care The Elder"
"HESC","Hlth Issues In Aging"
"HESC","Hlth Prof Seminar I"
"HESC","Human Sexuality"
"HESC","In Search Of Wellnes"
"HESC","Intro Hlth Pro"
"HESC","Intro Hlth Prof Sem"
"HESC","Intro/Prat Nursing"
"HESC","Nutr Cncpt Prin Appl"
"HESC","Personal Health"
"HESC","Self Concept & Hlth"
"HESC","The Dev Chld Bl/Hisp"
"HIST","Af Exp/Latin Am/Cari"
"HIST","Afri Amer Hist & Cul"
"HIST","African-American Hist to 1865"
"HIST","Afro Amer Hist-Reconstruction"
"HIST","Comp Hist Slavery in Americas"
"HIST","Comp Topics in Afr Hist&Cult"
"HIST","Evolution"
"HIST","Growth & Devel Of Us"
"HIST","Grwth & Dev Of Us"
"HIST","Hip Hop:Hist/Soc/Pol Discourse"
"HIST","Hist 200wk"
"HIST","Hist Of Afr Peop Wes"
"HIST","Hist Of USA In XX Cent"
"HIST","Hist Wom Af Diaspora"
"HIST","Hist/Blk Civ Rights"
"HIST","History Of Hip Hop"
"HIST","History Of Puerto Ri"
"HIST","History Of The Engl."
"HIST","History of Africa since 1800"
"HIST","History of Africa to 1800"
"HIST","History of the Caribbean"
"HIST","Independent Study"
"HIST","Legcy/S. Chisholm"
"HIST","Medieval Europe-Topi"
"HIST","Pol Theory From Rous"
"HIST","Polit & Soc Mvmt in America"
"HIST","Reading/Fund Documen"
"HIST","Sel Prob In The Hist"
"HIST","Select Topics Afro-Amer Hist"
"HIST","The City in History"
"HIST","U.S.A. History to 1900"
"HIST","Usa In The 20th Cent"
"HIST","Women Af/Amer C/Righ"
"HIST","World Civilizations I"
"HIST","World Civilizations II"
"HUMA","African Music & Art"
"HUMA","Basic Logic"
"HUMA","Black Creative Arts"
"HUMA","Bridges:Read Stdy Sk"
"HUMA","Contmp Latin Amer Fi"
"HUMA","Contmp Topics In Hum"
"HUMA","Exper In Humanities"
"HUMA","General Concepts Of"
"HUMA","Hear Our Voices"
"HUMA","Humanities I"
"HUMA","Humanities II"
"HUMA","Independent Studies in Humn"
"HUMA","Independent Study"
"HUMA","Intro To Humanities"
"HUMA","Intro To Humanitties"
"HUMA","Intro Yoga Concepts"
"HUMA","Male/Female Dilemma"
"HUMA","Research In Humaniti"
"HUMA","Research Stud In The"
"HUMA","Sem On Contmp Writer"
"HUMA","Social & Polit Mvmt"
"HUMA","Spk Word/Afri Am"
"HUMA","Survey Of East Phil"
"HUMA","Urban Folklore"
"HUMA","Women and Self"
"HUMA","Writing Workshop"
"INDE","Independent Study"
"INTE","Abnormal Psychology"
"INTE","Adolescent Socializa"
"INTE","African Intellectual"
"INTE","African World Cosmology"
"INTE","Audre Lorde"
"INTE","Black Women In Film"
"INTE","Blck Wmn Autobiogphy"
"INTE","Blck Wmn Globl Persp"
"INTE","Career Planning Sem"
"INTE","Carib Cul & Politics"
"INTE","Ce Ce Tent Howrs Rts"
"INTE","Ce Con Womens Civic"
"INTE","Ce Cons Contemp Soc"
"INTE","Ce Cons Ed Stud Rts"
"INTE","Ce Cons Fam Fin Dec"
"INTE","Ce Hlth Care Civic R"
"INTE","Cen Am & Carib Thght"
"INTE","City In History"
"INTE","Communication"
"INTE","Communication Proc II"
"INTE","Communications Proce"
"INTE","Community Action Res"
"INTE","Community Dynamics"
"INTE","Community Hlth/S.D."
"INTE","Community Organizati"
"INTE","Contemporary Scholar"
"INTE","Critical Issues"
"INTE","Cult Lang In Africa"
"INTE","Cult Lang In Thought"
"INTE","Cuny Multi Repeat Ws"
"INTE","Educ As A Social Inv"
"INTE","Experiential Learn I"
"INTE","Experiments Lang Hlt"
"INTE","Femnst Pers Hiv/Aids"
"INTE","Field Wrk Intern"
"INTE","Fieldwork Internship"
"INTE","Freshman Engl I"
"INTE","Function Of City"
"INTE","Gender Relations"
"INTE","Gendered Lives & Lit"
"INTE","Glbl Lif/Prsnl Grwth"
"INTE","Globalization & S.D."
"INTE","Govt Policy & Comm D"
"INTE","Great African Women"
"INTE","Hon Interdisciplinar"
"INTE","Honors Program Sem"
"INTE","Housing Legis. Fed."
"INTE","Housing Legisred Sta"
"INTE","Housing Rehabilitati"
"INTE","Ics Internship"
"INTE","Ids Research Methods"
"INTE","In Search Of Wellnes"
"INTE","Independent Study"
"INTE","Inter. Casework"
"INTE","Intermediate Casewor"
"INTE","Internship"
"INTE","Intro Carib Studies"
"INTE","Intro Ids/Class Wrld"
"INTE","Intro To Casewrk/Gro"
"INTE","Intro To Housing Pol"
"INTE","Intro To Urban Plann"
"INTE","Intro. Urban Develop"
"INTE","Issues In Urban Tran"
"INTE","John Henrik Clarke"
"INTE","Junior Research Semi"
"INTE","Male/Female Dilemma"
"INTE","Man & Planet Earth"
"INTE","Mec/Civil Rights Mov"
"INTE","Migration Afri Diasp"
"INTE","Museum and World Cultures"
"INTE","Nature & Art"
"INTE","Oral &Video Herstory"
"INTE","Peace and Development"
"INTE","Pl Less Dev Nat"
"INTE","Police & The Penal S"
"INTE","Power, Culture & Dev"
"INTE","Public Bureaucrac"
"INTE","Science Philosophy"
"INTE","Senior Seminar"
"INTE","Senior Thesis"
"INTE","Soc Wel & Soc Pol"
"INTE","Soc. Of The Urban Ch"
"INTE","Social Science I"
"INTE","Social Science II"
"INTE","Spec. Programs Comm"
"INTE","Study Abroad"
"INTE","The School System"
"INTE","Theory Econ Dev."
"INTE","Topics/World Studies"
"INTE","Un Global Relations"
"INTE","Urban Design Methods"
"INTE","Urban Planning"
"INTE","Urban Planning II"
"INTE","Urban Renewal"
"INTE","Urban Social & Polit"
"INTE","Urban Transportation"
"INTE","Values N Humanities"
"INTE","Visions N Humanities"
"INTE","Wom/Leaders/Civ Rts."
"INTE","Women & Immigration"
"INTE","Women & Madness"
"INTE","Women And Work"
"INTE","Women Moviemaking"
"INTE","Women and the Self"
"INTE","Women, Gender and Society"
"INTE","Women/Gender/Dvlpmnt"
"INTE","Women’S Human Rights"
"INTE","Women’S Pol. Movem’T"
"INTE","Women’S Studies Res."
"INTE","Women’S Worlds,Words"
"INTE","World Gender Studies Practicum"
"INTE","Writing Our Lives"
"LANG","Chinese (Mandarin) Beginner I"
"LANG","Language Elective Reviewed"
"LAW","Business Law I"
"LAW","Business Law II"
"LAW","Business Law III"
"LAW","Consti Fnda/Bus Law"
"LAW","Independent Study"
"LAW","Law Of Creditors Rig"
"LAW","Law Of Real Estate T"
"LAW","Legal Environ of Bus"
"LISC","Lib & Resch Methods"
"MACO","Adv Intro to digital Tech:Hist"
"MACO","Black Creative Arts"
"MACO","Hip-Hop: Political, Hist, Soc"
"MACO","Independent Studies"
"MACO","Independent Study"
"MACO","Intro Digital Tech: Hist & Dev"
"MANA","Business Ethics"
"MANA","Decision Theory"
"MANA","Development of Mgmt Thought"
"MANA","Family Business Management"
"MANA","Field Experience/Internship"
"MANA","Human Resource Management"
"MANA","Independent Study"
"MANA","Industrial Managemen"
"MANA","Industrial Managmt"
"MANA","Industrial Relations"
"MANA","International Management"
"MANA","Intro Business Mgmt"
"MANA","Intro To Man/Mar"
"MANA","Labor Relations Management"
"MANA","Leadership"
"MANA","Management Information Systems"
"MANA","Management Science"
"MANA","Management Theory and Practice"
"MANA","Managmt Of Polici"
"MANA","Mgmt System Operatio"
"MANA","Operation Management"
"MANA","Organizational Behavior"
"MANA","Personnel Management"
"MANA","Personnel Mgmt."
"MANA","Princ Of Advertis"
"MANA","Principle Of Managem"
"MANA","Principles of Management"
"MANA","Public Relations"
"MANA","Retail Mgmnt Merch"
"MANA","Retailman"
"MANA","Women In Bus & Mgmt"
"MARK","Cons Mot & Behavior"
"MARK","Essentials of Marketing"
"MARK","Family Bus. Mgmt."
"MARK","Field Experience/Internship"
"MARK","International Marketing"
"MARK","Marketing Management"
"MARK","Marketing Policy Str"
"MARK","Marketing Research"
"MARK","Marketing for Entrepreneurs"
"MARK","Physical Distr and Logistics"
"MARK","Pricing Theory"
"MARK","Pricng Policies Stra"
"MARK","Principles of Advertising"
"MARK","Principles of Retailing"
"MARK","Product Management"
"MARK","Public Relations"
"MARK","Retail Manag & Merchandising"
"MARK","Retail Marketing"
"MARK","Sales Management"
"MARK","Salesmanship"
"MATH","Abstract Algebra I"
"MATH","Abstract Algebra II"
"MATH","Advanced Calculus I"
"MATH","Advanced Calculus II"
"MATH","Algebra & Coordinate Geometry"
"MATH","Algebra & Geometry"
"MATH","Algebra/ Trignometry"
"MATH","Arith & Elem Algebra"
"MATH","Arithmetic"
"MATH","Basic Math"
"MATH","Cal For Bus/Soc Sci"
"MATH","Calculus I"
"MATH","Calculus I Workshop"
"MATH","Calculus II"
"MATH","Calculus II Workshop"
"MATH","Calculus III"
"MATH","Calculus III Wrkshop"
"MATH","Col Alg/Trigonometry"
"MATH","Coll Algebra & Trig"
"MATH","College Geometry"
"MATH","College Math I"
"MATH","Complex Variables I"
"MATH","Complex Variables II"
"MATH","Cunystart Math"
"MATH","Diff Geo & Relativity Thry"
"MATH","Differential Equatio"
"MATH","Discrete Mathematical Struct"
"MATH","Elem & Interm Algebr"
"MATH","Elem Alg/Quant Think"
"MATH","Elem Diff Equations"
"MATH","Elementary Algebra"
"MATH","Elementary Statistics"
"MATH","Finite Mathematics"
"MATH","Finite Mth"
"MATH","Fundamental Math"
"MATH","General Topology"
"MATH","Graph Theory"
"MATH","History of Mathematics"
"MATH","Independent Res. I"
"MATH","Independent Res. Ii"
"MATH","Independent Res. Iii"
"MATH","Independent Research I"
"MATH","Independent Research II"
"MATH","Independent Research III"
"MATH","Integrated Basic Alg"
"MATH","Integrated Elem & Interm Algeb"
"MATH","Inter Algebra & Trigo"
"MATH","Inter Elem/Interm Algeb/Trig"
"MATH","Intermediate Algebra"
"MATH","Intgrt Pre-algebra & Elem Aleg"
"MATH","Intro To Math Proof"
"MATH","Intro to Differential Geometry"
"MATH","Intro to Probability & Stats"
"MATH","Introduction To Statistics"
"MATH","Introductory Math"
"MATH","Linear Algebra"
"MATH","Linear Algebra I"
"MATH","Linear Algebra Ii"
"MATH","Math 9 Workshop"
"MATH","Math Elem Educ I"
"MATH","Math Elem Educ II"
"MATH","Math For Elem Teach"
"MATH","Math Of Finance"
"MATH","Mathematical Modeling"
"MATH","Mathematical Statistics"
"MATH","Mathematics Workshop"
"MATH","Matrices/Grps Fr Sci"
"MATH","Modern Differential Geometry"
"MATH","Mth 10 Workshop"
"MATH","Mth Concpts Elm Tch"
"MATH","Mth Independent Stud"
"MATH","Mth Start 10"
"MATH","Nature Of Mathematics"
"MATH","Nature of Mathematics II"
"MATH","Number Theory"
"MATH","Numerical Analysis"
"MATH","Partial Differential Equations"
"MATH","Post Secondary Math"
"MATH","Post Secondary Mth-A"
"MATH","Pre Calculusmath"
"MATH","Pre-Algebra"
"MATH","Precalculus"
"MATH","Precalculus Workshop"
"MATH","Probability Theory"
"MATH","Probability and Statistics"
"MATH","Projective Geometry"
"MATH","Senior Seminar"
"MATH","Set Theory"
"MATH","Sp. Func/Mth Phys"
"MATH","Special Topics in Mathematics"
"MATH","Statistics"
"MATH","Tensor Analysis"
"MATH","Transformational Geometry"
"MATH","Vector Analysis"
"MATH","Workshop for MTH 136"
"MEDI","Acting for Media"
"MEDI","Advanced Broadcasting"
"MEDI","Advanced Radio Production"
"MEDI","African American Theater"
"MEDI","Cancelled"
"MEDI","Film Directing"
"MEDI","Film Prod II"
"MEDI","Film Production I"
"MEDI","Graphics"
"MEDI","Indep Study"
"MEDI","Independent Study"
"MEDI","Internship"
"MEDI","Intro To T.V. & Radi"
"MEDI","Intro To Television"
"MEDI","Intro/Inst. Material"
"MEDI","Introduction to Broadcasting"
"MEDI","Introduction to Film"
"MEDI","Mass Communications"
"MEDI","Media And Minorities"
"MEDI","Media Internship"
"MEDI","Media Practicum"
"MEDI","Radio Prod. I"
"MEDI","Radio Production"
"MEDI","Radio Production I"
"MEDI","Radio Production II"
"MEDI","Sci In Communication"
"MEDI","TV Production"
"MEDI","Tv Production I"
"MEDI","Tv Production II"
"MEDI","Workshop in Media Writing I"
"MEPA","INTERNSHIP"
"MEPA","SENIOR SEMINAR"
"MESG","College Board: Bio"
"MESG","College Board: Chm"
"MESG","College Board: Cis"
"MESG","College Board: Engl"
"MESG","College Board: Fren"
"MESG","College Board: R/W/M"
"MESG","College Board: Span"
"MESG","Cpe Long Workshps"
"MESG","Cpe Mini-Seminar"
"MESG","Crd For Prior Learng"
"MESG","Credit for Prior Learning"
"MESG","Cuny Adms/Fin Aid"
"MESG","English Regents Prep"
"MESG","Hs Trig/Precalculus"
"MESG","Nursg / Allied Hlth"
"MILI","Adaptive Team Leadership 1"
"MILI","Adaptive Team Leadership 2"
"MILI","Fndtn: Leadership I"
"MILI","Fndtn: Leadership Ii"
"MILI","Intro: Leadership I"
"MILI","Intro: Leadership II"
"MUSI","African Diaspora Music"
"MUSI","African Drumming II-Intermed"
"MUSI","African Music Tradition"
"MUSI","African/Carib Drum"
"MUSI","Afro-American Music"
"MUSI","Basic Musicianship"
"MUSI","Caribbean Music"
"MUSI","Chamber Ensemble"
"MUSI","College Band I"
"MUSI","College Band II"
"MUSI","College Band III"
"MUSI","College Band IV"
"MUSI","College Choir I"
"MUSI","College Choir II"
"MUSI","College Choir IV"
"MUSI","Cultural Diversity in Music I"
"MUSI","Digital Music For Dance"
"MUSI","Ear Training I"
"MUSI","Elementary Band Instruments"
"MUSI","Ensemble"
"MUSI","Ensemble I"
"MUSI","Ensemble II"
"MUSI","History and Literature of Jazz"
"MUSI","Independent Study"
"MUSI","Inter Piano II"
"MUSI","Intermed Piano I"
"MUSI","Intro To Music"
"MUSI","Intro to Music Technology"
"MUSI","Introduction to World Music"
"MUSI","Jazz Ensemble"
"MUSI","Jazz Workshop"
"MUSI","Music For Teach Ii"
"MUSI","Music History II"
"MUSI","Music Literature"
"MUSI","Music Material Lab"
"MUSI","Music Materials I"
"MUSI","Music Materials II"
"MUSI","Music Materials Lab"
"MUSI","Music Recording"
"MUSI","Music Sequencing I"
"MUSI","Music Sequencing II"
"MUSI","Music Synthesis"
"MUSI","Music Theater Workshop"
"MUSI","Performance I"
"MUSI","Piano I"
"MUSI","Piano II"
"MUSI","Rudiments of Music"
"MUSI","Song Writing"
"MUSI","Steel Pan Band I-Beginners"
"MUSI","Steel Pan II"
"MUSI","Survey World Music"
"MUSI","Voice"
"MUSI","West Indian Music"
"NASS","Adv Animal Studies"
"NASS","Adv Animal Studies I"
"NASS","African And Carib Li"
"NASS","Arithmetic"
"NASS","Arithmetic II"
"NASS","Arithmetic III"
"NASS","Arithmetic Lab"
"NASS","Arithmetics"
"NASS","Assembly Lang Lab"
"NASS","Basic Mathematics"
"NASS","Basic Physics"
"NASS","Basic Physics Lab"
"NASS","Bio Of Human Health"
"NASS","Biochemistry"
"NASS","Biological Terms"
"NASS","Biology II"
"NASS","Biology Of Human Hea"
"NASS","Biology Of Human Hlt"
"NASS","Calculus"
"NASS","Calculus I"
"NASS","Calculus II"
"NASS","Calculus III"
"NASS","Cell Biology"
"NASS","Cell Biology Lab"
"NASS","Chem Health Prof Lab"
"NASS","Chemistry Health Pro"
"NASS","Chordate Develop"
"NASS","Chordate Develop Lab"
"NASS","Chordate Morphol Lab"
"NASS","Chordate Morphology"
"NASS","College Math I"
"NASS","College Math II"
"NASS","Dev Pers Blk & Hisp"
"NASS","Earth Science"
"NASS","Elem Abstract Algebr"
"NASS","Elem Algebra Lab"
"NASS","Elem Differential Eq"
"NASS","Elem. Algebra"
"NASS","Elem. Linear Algebra"
"NASS","Evolution"
"NASS","Finite Math"
"NASS","Fortran Programming"
"NASS","Fundamental Of Mathe"
"NASS","Gen Bio I Lab"
"NASS","Gen Chem II Lab"
"NASS","Gen Chem Ii"
"NASS","Gen Chem Lab"
"NASS","General Bio I & II L"
"NASS","General Biology I"
"NASS","General Chemistry (L"
"NASS","General Physics I"
"NASS","General Physics I &"
"NASS","General Physics I La"
"NASS","Genetics"
"NASS","Genetics Lab"
"NASS","Genreral Physics Lab"
"NASS","Hum Anato Lab II"
"NASS","Human Physio And Gen"
"NASS","Human Physiology"
"NASS","Human Physiology Lab"
"NASS","Immun & Path. Micro."
"NASS","Immun. & Path. Micro"
"NASS","Independent Res II"
"NASS","Inst Methods Honors"
"NASS","Intro To Chem Lab I"
"NASS","Intro To Chemistry"
"NASS","Intro To Fortran"
"NASS","Intro To Life Scienc"
"NASS","Intro To Nat Sci I"
"NASS","Intro To Nat Sci II"
"NASS","Intro To Natural Sci"
"NASS","Intro To Physic I"
"NASS","Intro To Physical Sc"
"NASS","Intro To Physics I & II"
"NASS","Intro To Study Of Na"
"NASS","Introduction To Chem"
"NASS","Introduction To Math"
"NASS","Introductory Statist"
"NASS","Invertebrate Zoolab"
"NASS","Invertebrate Zoology"
"NASS","Math For Elem Ed"
"NASS","Math For Elem Ed II"
"NASS","Math Of Clin Measure"
"NASS","Mathematic Of Financ"
"NASS","Micro Biology"
"NASS","Micro Computer Lab"
"NASS","Microbioliogy"
"NASS","Microbiology"
"NASS","Microbiology Lab"
"NASS","Organ Chem I"
"NASS","Organic Chem I Lab"
"NASS","Organic Chem II"
"NASS","Organic Chemistry II"
"NASS","Organic Chemistry La"
"NASS","Pathophysiology"
"NASS","Pl/I Programming Lab"
"NASS","Pre Calculus"
"NASS","Pres Calculus"
"NASS","Prin Of Environ Scie"
"NASS","Quant Anal Lab"
"NASS","Quant Analysis"
"NASS","Research Methods"
"NASS","Senior Research"
"NASS","Special Topics In Bi"
"NASS","Statistics"
"NURC","Pn Skills Lab I"
"NURC","Pn Skills Lab III"
"NURC","Pn Skills Lab IV"
"NURC","Practical Nursing Skills Lab"
"NURS","Ad Med Surg I Lab"
"NURS","Adlt Med Surg II Lab"
"NURS","Adult Med & Sur Sem"
"NURS","Adult Med & Surg Lab"
"NURS","Adult Med & Surgery"
"NURS","Adult Med Surg I"
"NURS","Adult Med Surg II"
"NURS","Al Nut/Fl-Solid W La"
"NURS","Al Nut/Fl-Solid/W Se"
"NURS","Al Sex/Sen/Funct Lab"
"NURS","Al Sex/Sen/Funct Sem"
"NURS","Alt Circultry-Fluid"
"NURS","Alt Neu Sen Mus Sk F"
"NURS","Alt Nut Elm Sex Fun"
"NURS","Alt Nutri/Fl-Solid W"
"NURS","Alt Psycho-Social Fu"
"NURS","Alt Respir-Integmnt"
"NURS","Alt Sex/Sensory Func"
"NURS","Basic Cncpts Seminar"
"NURS","Basic Concepts In Nu"
"NURS","Basic Concepts Lab"
"NURS","Basic Concepts Prof"
"NURS","Basic Concpt Pro Nur"
"NURS","Basic Hum Needs Sem"
"NURS","Basic Nrsng Cncpts L"
"NURS","Basic Nursing Concep"
"NURS","Basic Nursing Skills"
"NURS","Behav Concepts"
"NURS","C/Al N/Sen/Mus Sk Lb"
"NURS","C/Al Nut El/Sex F Lb"
"NURS","Care Of The Ill Chil"
"NURS","Child Bearing Family"
"NURS","Childbearing Fam Lab"
"NURS","Childbearing Fam Ped"
"NURS","Childbearing/Rearing"
"NURS","Chld Bearing Fam Lab"
"NURS","Chld Bearng Fam Sem"
"NURS","Chldbearing Fam Lab"
"NURS","Chldbearing Fm Cl Lb"
"NURS","Chldbearing/Fam Cl L"
"NURS","Chldbng Fam Ped Lab"
"NURS","Cl Al Ox Fl El/Ga Lb"
"NURS","Cl Alt Resp/Inte Sta"
"NURS","Cl W/Al N/Sen Mu/Sk"
"NURS","Cl W/Al Nut El Sex F"
"NURS","Cl W/Al Ox Fl El/Gas"
"NURS","Cl W/Al Psy Soc Fun"
"NURS","Cl W/Alt Neu Sen Mus"
"NURS","Cl W/Alt Nur Elim Se"
"NURS","Cl W/Alt Ox Fl El/Ga"
"NURS","Cl W/Alt Psy Soc Fun"
"NURS","Cl W/Alt Psy Soc Lab"
"NURS","Cl W/Altered Psy Soc"
"NURS","Cl W/Com Occur Prob"
"NURS","Clinical Lab - Nurs"
"NURS","Clw/Altered Psyc Soc"
"NURS","Cncpt Bas Nur Prac I"
"NURS","Com Occurng Prob II"
"NURS","Comm Mental Hlth Nur"
"NURS","Commonly Hlth Prob"
"NURS","Comunity Mental Hlth"
"NURS","Critical Care Nursin"
"NURS","Dev Per/Blk & Hisp F"
"NURS","Dev. Per. Blk Of His"
"NURS","Diversity Health/Ill"
"NURS","Family & Commnty Lab"
"NURS","Family & Commnty Sem"
"NURS","Family Commu Health"
"NURS","Found Prof Nursing"
"NURS","Fund Nursing Practice Sem"
"NURS","Fund Skills Lab"
"NURS","Fundamentals of Nursing"
"NURS","Gerontological Nursi"
"NURS","Group Behav Nur Prac"
"NURS","Group Dynamics in Nursing"
"NURS","Grp Behv Nur Pract"
"NURS","Guided Proposal Dev"
"NURS","Health Appraisal Lab"
"NURS","Health Assessment of the Adult"
"NURS","Health Policy and NursinG"
"NURS","Hgh Rk Mid-Age/Eldly"
"NURS","Hghrsk Fam/Acrs Life"
"NURS","Hlth Prob Adult I"
"NURS","Hlth Prob Adults I"
"NURS","Hlth Problems Clinical II"
"NURS","Holistic Fund Sk Lab"
"NURS","Holistic Fund Skills"
"NURS","Independent Study"
"NURS","Inrto Practical Nur"
"NURS","Intro Pratical Nurs"
"NURS","Intro Research Nursg"
"NURS","Intro Research Nursi"
"NURS","Intro to Nursing Research"
"NURS","Intro to Practical Nursing"
"NURS","Lab"
"NURS","Loc/Neur/Musc/Ske Fu"
"NURS","Mat Chld/Psysoc Nurs"
"NURS","Med Surg I"
"NURS","Medical and Surgical Nursing I"
"NURS","Neu Sen Mus Ske Fun"
"NURS","Neu/Mus/Ske/Fun Lab"
"NURS","Neu/Mus/Ske/Fun Sem"
"NURS","Nrsg Prac Nurse Lab"
"NURS","Nrsg Prac Nurse Prac"
"NURS","Ns Ca Clt Alt Ci Fl"
"NURS","Nsg Ca Clt Alt Nut F"
"NURS","Nsg Ca Clt Alt Psy S"
"NURS","Nsg Ca Clt Alt Res I"
"NURS","Nsg Ca Clt Alt Sex S"
"NURS","Nsg Ca Clt Alt Sx Fu"
"NURS","Nsg Ca Clt Loco Neur"
"NURS","Nsg Ca Clt Loco Nu F"
"NURS","Nsg Children Cl Lab"
"NURS","Nsg Clt Alt Flu So E"
"NURS","Nsg Of The Well Chil"
"NURS","Nsg Proc Hlth Apprai"
"NURS","Nsg Proc Hlth Appral"
"NURS","Nur Altered Psy Func"
"NURS","Nur Altered Psy Lab"
"NURS","Nur Basic Concept Lb"
"NURS","Nur Basic Concept Se"
"NURS","Nur Basic Concpt Lab"
"NURS","Nur Basic Hum Needs"
"NURS","Nur Child Bg Family"
"NURS","Nur Childbearing Lab"
"NURS","Nur Chld Bearng Fam"
"NURS","Nur Cl Alt Cfe"
"NURS","Nur Cl Alt Psyc"
"NURS","Nur Concept Seminar"
"NURS","Nur Elim Sex Fun Lab"
"NURS","Nur Fam Communn Hlth"
"NURS","Nur Hgh Rsk Families"
"NURS","Nur Human Needs Sem"
"NURS","Nur In Fam And Comun"
"NURS","Nur In Inner City"
"NURS","Nur In Social Syste"
"NURS","Nur Indepndnt Study"
"NURS","Nur Interventions"
"NURS","Nur Leadership Mgmt"
"NURS","Nur Of Children"
"NURS","Nur Pat Alt Ned Actv"
"NURS","Nur Pat Altr Sensory"
"NURS","Nur Pat Cnt Nerv Sys"
"NURS","Nur Pr Basic Concept"
"NURS","Nur Pro Basic Cncpts"
"NURS","Nur Pro Basic Concep"
"NURS","Nur Pro Basic Concpt"
"NURS","Nur Pro Basic Hum Ne"
"NURS","Nur Proc Basic Conce"
"NURS","Nur Pt Alt Nd Gu Gyn"
"NURS","Nur Pt Alt Nds Intg"
"NURS","Nur Social System"
"NURS","Nur Within Soc Syste"
"NURS","Nur: Basic Concpt La"
"NURS","Nur: Children Lab"
"NURS","Nur: Children Sem"
"NURS","Nur: Cl Alt"
"NURS","Nur: Cl Alt Cfe"
"NURS","Nur: Cl Alt Psyc Soc"
"NURS","Nur: Cl Alt Resp Int"
"NURS","Nuring Human Need La"
"NURS","Nurs Complex Clients"
"NURS","Nurs Groups Lab"
"NURS","Nurs In Inner City"
"NURS","Nurs In Social Syste"
"NURS","Nurs In Th Inner"
"NURS","Nurs In The Inner"
"NURS","Nurs Of Patients"
"NURS","Nurs Process Health"
"NURS","Nurs Process Hlth Ap"
"NURS","Nurs VI Rec Nur."
"NURS","Nursing 1v"
"NURS","Nursing Child Bea"
"NURS","Nursing Children"
